go_id,auc_sim,auc_real
GO:0010043,0.5089358232442445,0.5758024755524755
GO:0010212,0.4492695183181355,0.6078482090978029
GO:0010259,0.470038005684991,0.6552921051491923
GO:0010332,0.4510145424090145,0.6263886121698622
GO:0010460,0.5881338305050355,0.6779474747474747
GO:0010466,0.5328491257539896,0.6222987352001805
GO:0010467,0.5324624912513896,0.4988971990622137
GO:0010468,0.5273071319951561,0.5673838999408134
GO:0010506,0.5107084731125651,0.5658709578435538
GO:0010507,0.479151413463494,0.5370663632408127
GO:0010508,0.5234847906148801,0.5009914346119871
GO:0010529,0.470813489043052,0.6244227396726423
GO:0010575,0.53423786136704,0.6714865201740201
GO:0010592,0.496731196624587,0.5832133161034467
GO:0010595,0.473657658345421,0.6624590826225666
GO:0010596,0.4492914457719265,0.6063574706671863
GO:0010608,0.39134933924856297,0.5567913418858936
GO:0010613,0.39740825300186,0.5146893954152868
GO:0010628,0.500616060870274,0.5896410256644719
GO:0010629,0.48592421615001347,0.5716791863763486
GO:0010634,0.490338080592576,0.5239697286502571
GO:0010667,0.43219956373966395,0.5312878751803752
GO:0010718,0.551287004558318,0.666279508467777
GO:0010719,0.4915728752362415,0.5406666125154331
GO:0010800,0.44968468316016297,0.6401958359503028
GO:0010804,0.51087607162786,0.4375582967615831
GO:0010811,0.5546694277838575,0.5933305149506242
GO:0010821,0.5519765770336544,0.5494732743932043
GO:0010824,0.5562014914016136,0.45803836674613996
GO:0010839,0.5435070207105525,0.5493613814688699
GO:0010842,0.668336842817397,0.5874301874945873
GO:0010862,0.4979594430223485,0.6084414359833453
GO:0010875,0.517696041111534,0.5967379065436751
GO:0010881,0.5210748378696024,0.6764104942279943
GO:0010906,0.4775062799725965,0.5444738648804112
GO:0010942,0.486665650716245,0.611486800950606
GO:0010951,0.5426736481792149,0.6832185117279603
GO:0010971,0.5349231579481715,0.48657898523523524
GO:0010975,0.4767316676823075,0.6313043025300775
GO:0010976,0.4911299855522965,0.5700941093935216
GO:0010977,0.5149246704331449,0.5227892538535241
GO:0014003,0.5197192440684599,0.5605038708513709
GO:0014032,0.3719757126789625,0.5244009668109668
GO:0014059,0.653896490352206,0.7462264235389235
GO:0014065,0.5047373358348965,0.5814281874539385
GO:0014068,0.5008125291894876,0.6718067270083242
